run_id,user_id,action,expected_value,expected_cost,model_version,policy_version,assignment_id
full-2025-canonical,u_000002,small_offer,17.621159016765315,6.3,synthetic-uplift-v1,mckp-highs-v1,5f15f1f4d80192090cf6
full-2025-canonical,u_000003,small_offer,25.99395442344868,6.3,synthetic-uplift-v1,mckp-highs-v1,92ce6dd17ad7ace232fe
full-2025-canonical,u_000006,small_offer,18.12607980124659,6.3,synthetic-uplift-v1,mckp-highs-v1,b6064a2354d0ae65318d
full-2025-canonical,u_000009,small_offer,22.681022103804164,6.3,synthetic-uplift-v1,mckp-highs-v1,094e156d0915d90a1358
full-2025-canonical,u_000011,small_offer,16.22039705744574,6.3,synthetic-uplift-v1,mckp-highs-v1,6fd0bc08dc1e0f277b2c
full-2025-canonical,u_000012,small_offer,9.550163887440643,6.3,synthetic-uplift-v1,mckp-highs-v1,b023cc321c441c1d12d0
full-2025-canonical,u_000015,small_offer,13.297756396961393,6.3,synthetic-uplift-v1,mckp-highs-v1,21846a3ca73f3cf87ce4
full-2025-canonical,u_000017,small_offer,21.855288190119975,6.3,synthetic-uplift-v1,mckp-highs-v1,7ac90c6b7b4f43ff9648
full-2025-canonical,u_000019,small_offer,20.400223964635618,6.3,synthetic-uplift-v1,mckp-highs-v1,1ad9b3bbd7907dbaebfc
full-2025-canonical,u_000020,small_offer,17.786025884967213,6.3,synthetic-uplift-v1,mckp-highs-v1,93545eb0df009d360aaa
full-2025-canonical,u_000022,small_offer,17.715413647509518,6.3,synthetic-uplift-v1,mckp-highs-v1,44a832acb9e41994fa66
full-2025-canonical,u_000024,small_offer,19.01575550763981,6.3,synthetic-uplift-v1,mckp-highs-v1,5339153d35ec8f90ebaa
full-2025-canonical,u_000027,small_offer,20.35932471362179,6.3,synthetic-uplift-v1,mckp-highs-v1,5d2b1b08041a98837564
full-2025-canonical,u_000029,small_offer,19.678745617220546,6.3,synthetic-uplift-v1,mckp-highs-v1,1d8fdcb7e01e1cb29059
full-2025-canonical,u_000030,small_offer,14.268713197544109,6.3,synthetic-uplift-v1,mckp-highs-v1,c01b1221e5c75200c7f3
full-2025-canonical,u_000031,small_offer,2.3483643697551964,6.3,synthetic-uplift-v1,mckp-highs-v1,ccbf77e6a76f8fb723a4
full-2025-canonical,u_000032,small_offer,20.84753657792258,6.3,synthetic-uplift-v1,mckp-highs-v1,8dca4df7076019c554f0
full-2025-canonical,u_000033,small_offer,23.95071244724547,6.3,synthetic-uplift-v1,mckp-highs-v1,e570477de9e2f3548943
full-2025-canonical,u_000038,small_offer,29.309369024898782,6.3,synthetic-uplift-v1,mckp-highs-v1,f626ed12d58e43548347
full-2025-canonical,u_000039,small_offer,14.166634623359474,6.3,synthetic-uplift-v1,mckp-highs-v1,79ccf8af4f038eef679f
full-2025-canonical,u_000041,small_offer,23.44628637760652,6.3,synthetic-uplift-v1,mckp-highs-v1,8c7c2d6e7209139856b2
full-2025-canonical,u_000042,small_offer,21.832593214412302,6.3,synthetic-uplift-v1,mckp-highs-v1,abf78e40fd31584a0d71
full-2025-canonical,u_000045,small_offer,8.376067584069922,6.3,synthetic-uplift-v1,mckp-highs-v1,8e22cb38d40faafd9a8f
full-2025-canonical,u_000047,small_offer,25.030930467668007,6.3,synthetic-uplift-v1,mckp-highs-v1,12d9e7b2b1464f045f75
full-2025-canonical,u_000048,small_offer,21.885463500866585,6.3,synthetic-uplift-v1,mckp-highs-v1,2fa9cde53410a28be25c
full-2025-canonical,u_000050,small_offer,20.27019593124712,6.3,synthetic-uplift-v1,mckp-highs-v1,c46c04a9a1624be2dac3
full-2025-canonical,u_000053,small_offer,10.51914452425758,6.3,synthetic-uplift-v1,mckp-highs-v1,8e77e3e1e3de3081eab5
full-2025-canonical,u_000054,small_offer,21.431118462288353,6.3,synthetic-uplift-v1,mckp-highs-v1,16cefc63ae5a57f72a0b
full-2025-canonical,u_000056,small_offer,20.338393238034378,6.3,synthetic-uplift-v1,mckp-highs-v1,7d74a0c8ef8980b14461
full-2025-canonical,u_000057,small_offer,5.339378304412194,6.3,synthetic-uplift-v1,mckp-highs-v1,2c2336b2e6e0acf42c43
full-2025-canonical,u_000058,small_offer,9.28852839336728,6.3,synthetic-uplift-v1,mckp-highs-v1,6ae5ccc33de06c5192d5
full-2025-canonical,u_000059,small_offer,19.607304854988403,6.3,synthetic-uplift-v1,mckp-highs-v1,ccaf3e810722797a9679
full-2025-canonical,u_000060,small_offer,27.401294509983256,6.3,synthetic-uplift-v1,mckp-highs-v1,d36e7b8fd2464acf00c8
full-2025-canonical,u_000063,small_offer,9.009610260209747,6.3,synthetic-uplift-v1,mckp-highs-v1,2a5db71b1f627b7d2f7d
full-2025-canonical,u_000064,small_offer,12.033631282020849,6.3,synthetic-uplift-v1,mckp-highs-v1,91f2814311c181e07190
full-2025-canonical,u_000067,small_offer,24.855148257997655,6.3,synthetic-uplift-v1,mckp-highs-v1,08eb3e22cba1173e356c
full-2025-canonical,u_000068,small_offer,30.93737754090866,6.3,synthetic-uplift-v1,mckp-highs-v1,68e861c274dd90b1c96c
full-2025-canonical,u_000069,small_offer,15.717013629928637,6.3,synthetic-uplift-v1,mckp-highs-v1,83af4d7e3b9f9f741c49
full-2025-canonical,u_000070,small_offer,6.366843611668629,6.3,synthetic-uplift-v1,mckp-highs-v1,c9215bf4f746dab1a70d
full-2025-canonical,u_000071,small_offer,25.844465607710188,6.3,synthetic-uplift-v1,mckp-highs-v1,818bf70916b1bed6679b
full-2025-canonical,u_000072,small_offer,19.297317426425966,6.3,synthetic-uplift-v1,mckp-highs-v1,eb3583ef6c763cd612da
full-2025-canonical,u_000073,small_offer,9.153295839097023,6.3,synthetic-uplift-v1,mckp-highs-v1,0fcf5830bc0418f17d4e
full-2025-canonical,u_000074,small_offer,10.286340579753656,6.3,synthetic-uplift-v1,mckp-highs-v1,0d4621cbaf3cc6cff925
full-2025-canonical,u_000077,small_offer,7.680550447051021,6.3,synthetic-uplift-v1,mckp-highs-v1,21d44cc1936003b069a8
full-2025-canonical,u_000078,small_offer,8.714020265506921,6.3,synthetic-uplift-v1,mckp-highs-v1,c6c17809db63034a8db7
full-2025-canonical,u_000079,small_offer,13.963461968034128,6.3,synthetic-uplift-v1,mckp-highs-v1,8d022057063ee9fb1398
full-2025-canonical,u_000082,small_offer,19.78925335450329,6.3,synthetic-uplift-v1,mckp-highs-v1,dc47f42cccbae805f88b
full-2025-canonical,u_000089,small_offer,8.124400405249975,6.3,synthetic-uplift-v1,mckp-highs-v1,53af6fd96414ed83a162
full-2025-canonical,u_000090,small_offer,21.469336288621957,6.3,synthetic-uplift-v1,mckp-highs-v1,ec08f743c5039783e5ce
full-2025-canonical,u_000091,small_offer,17.34241997955616,6.3,synthetic-uplift-v1,mckp-highs-v1,607ac1a4e33a765cd23c
full-2025-canonical,u_000095,small_offer,17.109021505765458,6.3,synthetic-uplift-v1,mckp-highs-v1,1c632f050945d7f080db
full-2025-canonical,u_000098,small_offer,25.99428656949745,6.3,synthetic-uplift-v1,mckp-highs-v1,2d793ea084ceb7857f2a
full-2025-canonical,u_000100,small_offer,18.47959232440433,6.3,synthetic-uplift-v1,mckp-highs-v1,c29d1803f1417a448c0e
full-2025-canonical,u_000104,small_offer,23.53053359586923,6.3,synthetic-uplift-v1,mckp-highs-v1,9864aa5e2796ce891f85
full-2025-canonical,u_000105,small_offer,26.528239517761786,6.3,synthetic-uplift-v1,mckp-highs-v1,d5058d4bae07c5a7e369
full-2025-canonical,u_000106,small_offer,9.273341186064993,6.3,synthetic-uplift-v1,mckp-highs-v1,3f8ed1969e897ceca719
full-2025-canonical,u_000107,small_offer,8.77129636247081,6.3,synthetic-uplift-v1,mckp-highs-v1,1593c0b29b4f38628542
full-2025-canonical,u_000108,small_offer,14.672860805459415,6.3,synthetic-uplift-v1,mckp-highs-v1,b18c5a6b5e3c1534c5df
full-2025-canonical,u_000110,small_offer,3.3129435433823256,6.3,synthetic-uplift-v1,mckp-highs-v1,53ec54e04fb2e3e5dc92
full-2025-canonical,u_000111,small_offer,27.895965510522327,6.3,synthetic-uplift-v1,mckp-highs-v1,d8a83d41e93d0aa3d5ad
full-2025-canonical,u_000112,small_offer,14.843655938758737,6.3,synthetic-uplift-v1,mckp-highs-v1,88d41817dba9de998afd
full-2025-canonical,u_000113,small_offer,16.839653955651194,6.3,synthetic-uplift-v1,mckp-highs-v1,42708f2443ac9d32b89a
full-2025-canonical,u_000116,small_offer,3.4494880043403873,6.3,synthetic-uplift-v1,mckp-highs-v1,3da5ca5fe3678d52c3f8
full-2025-canonical,u_000117,small_offer,18.076710744152155,6.3,synthetic-uplift-v1,mckp-highs-v1,c1cae309b2df8295aedb
full-2025-canonical,u_000118,small_offer,17.59876252770733,6.3,synthetic-uplift-v1,mckp-highs-v1,81e4037dfdecb437844d
full-2025-canonical,u_000122,small_offer,14.504247740918064,6.3,synthetic-uplift-v1,mckp-highs-v1,653b1c51746dd904d55c
full-2025-canonical,u_000124,small_offer,17.89920130262729,6.3,synthetic-uplift-v1,mckp-highs-v1,cffbbc35af54ee843b3a
full-2025-canonical,u_000126,small_offer,11.353348220686467,6.3,synthetic-uplift-v1,mckp-highs-v1,377b2e2d97647ce5666a
full-2025-canonical,u_000136,small_offer,16.41081947934816,6.3,synthetic-uplift-v1,mckp-highs-v1,9d5d5a93dc76f3346ce1
full-2025-canonical,u_000137,small_offer,21.16839709512308,6.3,synthetic-uplift-v1,mckp-highs-v1,c5c85593f691bd779712
full-2025-canonical,u_000143,small_offer,10.961591108682597,6.3,synthetic-uplift-v1,mckp-highs-v1,f23f966c183f94f94c1b
full-2025-canonical,u_000144,small_offer,9.851446737848747,6.3,synthetic-uplift-v1,mckp-highs-v1,e538e84903225ca26a87
full-2025-canonical,u_000148,small_offer,17.351489397765977,6.3,synthetic-uplift-v1,mckp-highs-v1,e6cb7d9fe530fe6bb4fd
full-2025-canonical,u_000151,small_offer,11.085217906919045,6.3,synthetic-uplift-v1,mckp-highs-v1,5b6de79fd1a5c90431b1
full-2025-canonical,u_000156,small_offer,17.75672917245843,6.3,synthetic-uplift-v1,mckp-highs-v1,5c409dbd30ecd4033694
full-2025-canonical,u_000162,small_offer,23.523349325309386,6.3,synthetic-uplift-v1,mckp-highs-v1,a3d8512c857d803b6d65
full-2025-canonical,u_000164,small_offer,20.803283390040306,6.3,synthetic-uplift-v1,mckp-highs-v1,449ad414aa18c94c1b97
full-2025-canonical,u_000167,small_offer,17.606991053129292,6.3,synthetic-uplift-v1,mckp-highs-v1,6efbdbf2a1ecb4e0f12e
full-2025-canonical,u_000168,small_offer,6.338788133693291,6.3,synthetic-uplift-v1,mckp-highs-v1,0fd6e0155dadd9bbbd8f
full-2025-canonical,u_000170,small_offer,20.35128177811298,6.3,synthetic-uplift-v1,mckp-highs-v1,f797c7add66b6e0fac4a
full-2025-canonical,u_000171,small_offer,18.058793405272986,6.3,synthetic-uplift-v1,mckp-highs-v1,446b32ddadb0fd05ebba
full-2025-canonical,u_000172,small_offer,9.806442019830495,6.3,synthetic-uplift-v1,mckp-highs-v1,23e96b377347bb0a4ea1
full-2025-canonical,u_000174,small_offer,18.004783599704734,6.3,synthetic-uplift-v1,mckp-highs-v1,c2122d41d0d907467b43
